0	1
0	2
0	4
0	5
0	6
0	7
0	8
0	9
0	10
0	11
0	12
0	13
0	14
0	17
0	18
0	19
0	20
0	23
0	24
0	29
0	30
0	31
0	37
0	38
0	40
0	41
0	44
0	45
0	47
0	48
0	49
0	52
0	55
0	58
0	62
0	71
0	72
0	73
0	77
0	78
0	79
0	80
0	82
0	89
0	94
0	97
0	98
1	0
1	2
1	4
1	5
1	6
1	7
1	8
1	9
1	10
1	11
1	12
1	13
1	14
1	18
1	20
1	24
1	26
1	29
1	30
1	31
1	32
1	33
1	34
1	37
1	38
1	41
1	42
1	44
1	45
1	46
1	47
1	48
1	49
1	51
1	55
1	56
1	58
1	61
1	62
1	65
1	66
1	67
1	78
1	80
1	82
1	98
1	106
1	117
1	119
2	0
2	1
2	4
2	5
2	6
2	8
2	9
2	10
2	11
2	12
2	13
2	14
2	15
2	16
2	20
2	29
2	30
2	31
2	38
2	40
2	41
2	42
2	44
2	45
2	48
2	49
2	55
2	58
2	66
2	67
2	78
2	81
2	83
2	84
2	85
2	86
2	98
2	103
2	119
3	5
3	11
3	12
3	13
3	18
3	22
3	26
3	30
3	33
3	34
3	35
3	37
3	42
3	45
3	46
3	48
3	49
3	55
3	58
3	63
3	80
3	92
3	94
3	96
3	98
3	99
3	103
3	106
3	119
3	121
4	0
4	1
4	2
4	5
4	6
4	7
4	8
4	9
4	10
4	11
4	12
4	13
4	14
4	20
4	26
4	31
4	32
4	33
4	36
4	37
4	38
4	40
4	44
4	45
4	48
4	49
4	55
4	58
4	59
4	66
4	78
4	80
4	92
4	93
4	94
4	98
4	99
4	101
4	106
5	0
5	1
5	2
5	4
5	6
5	7
5	8
5	9
5	10
5	11
5	12
5	13
5	14
5	15
5	16
5	18
5	20
5	24
5	25
5	30
5	31
5	32
5	33
5	36
5	37
5	38
5	40
5	41
5	44
5	45
5	48
5	49
5	52
5	55
5	56
5	58
5	65
5	66
5	67
5	78
5	79
5	80
5	82
5	93
5	94
5	97
5	98
5	103
6	0
6	1
6	2
6	4
6	5
6	7
6	8
6	9
6	10
6	11
6	12
6	13
6	14
6	18
6	19
6	20
6	24
6	25
6	26
6	27
6	29
6	30
6	31
6	34
6	36
6	37
6	40
6	44
6	45
6	47
6	48
6	49
6	51
6	52
6	55
6	57
6	58
6	65
6	66
6	67
6	79
6	80
6	81
6	82
6	85
6	87
6	88
6	89
6	90
6	98
6	99
7	0
7	1
7	4
7	5
7	6
7	8
7	9
7	10
7	11
7	12
7	13
7	14
7	20
7	22
7	26
7	27
7	30
7	31
7	32
7	33
7	34
7	37
7	38
7	40
7	42
7	44
7	45
7	46
7	47
7	48
7	49
7	50
7	51
7	52
7	55
7	56
7	58
7	60
7	63
7	65
7	66
7	78
7	79
7	80
7	81
7	86
7	87
7	88
7	89
7	90
7	93
7	94
7	95
7	96
7	98
7	99
7	101
7	104
7	119
8	0
8	1
8	2
8	4
8	5
8	6
8	7
8	9
8	10
8	11
8	12
8	13
8	14
8	18
8	19
8	20
8	22
8	24
8	26
8	27
8	30
8	31
8	32
8	33
8	37
8	38
8	39
8	44
8	45
8	46
8	48
8	50
8	51
8	52
8	53
8	55
8	56
8	58
8	60
8	79
8	80
8	81
8	82
8	88
8	96
8	97
8	98
8	103
8	106
9	0
9	1
9	2
9	4
9	5
9	6
9	7
9	8
9	10
9	11
9	12
9	13
9	14
9	18
9	20
9	22
9	24
9	25
9	26
9	27
9	29
9	30
9	31
9	32
9	33
9	34
9	37
9	38
9	41
9	42
9	44
9	45
9	47
9	48
9	49
9	50
9	52
9	55
9	58
9	66
9	67
9	78
9	79
9	80
9	82
9	89
9	94
9	96
9	97
9	98
9	103
10	0
10	1
10	2
10	4
10	5
10	6
10	7
10	8
10	9
10	11
10	14
10	18
10	20
10	24
10	25
10	27
10	29
10	30
10	31
10	32
10	36
10	37
10	38
10	41
10	44
10	45
10	48
10	49
10	52
10	55
10	56
10	58
10	66
10	79
10	80
10	81
10	82
10	92
10	94
10	98
10	99
10	103
11	0
11	1
11	2
11	4
11	5
11	6
11	7
11	8
11	9
11	10
11	12
11	13
11	14
11	15
11	16
11	19
11	20
11	22
11	23
11	24
11	26
11	27
11	29
11	30
11	31
11	32
11	33
11	34
11	35
11	37
11	38
11	40
11	41
11	42
11	44
11	45
11	46
11	48
11	49
11	50
11	52
11	53
11	55
11	56
11	58
11	60
11	62
11	65
11	66
11	71
11	72
11	73
11	77
11	78
11	79
11	80
11	81
11	82
11	89
11	93
11	94
11	96
11	97
11	98
11	99
11	103
11	106
11	119
12	0
12	1
12	2
12	4
12	5
12	6
12	7
12	8
12	9
12	10
12	11
12	13
12	14
12	15
12	17
12	18
12	19
12	20
12	21
12	24
12	29
12	30
12	31
12	32
12	33
12	37
12	38
12	42
12	44
12	45
12	46
12	47
12	48
12	49
12	52
12	55
12	58
12	59
12	62
12	63
12	66
12	67
12	71
12	72
12	73
12	77
12	80
12	83
12	84
12	85
12	98
12	101
13	0
13	1
13	2
13	4
13	5
13	6
13	7
13	8
13	9
13	10
13	11
13	12
13	14
13	15
13	17
13	18
13	19
13	20
13	21
13	24
13	26
13	27
13	29
13	30
13	31
13	32
13	33
13	37
13	38
13	40
13	41
13	44
13	45
13	47
13	48
13	49
13	55
13	58
13	62
13	63
13	66
13	67
13	71
13	72
13	73
13	77
13	78
13	80
13	81
13	82
13	83
13	84
13	85
13	89
13	97
13	98
13	99
13	102
13	103
13	118
13	122
14	0
14	1
14	2
14	4
14	5
14	6
14	7
14	8
14	9
14	10
14	11
14	12
14	13
14	15
14	17
14	18
14	19
14	20
14	24
14	25
14	26
14	29
14	30
14	31
14	32
14	34
14	37
14	38
14	40
14	42
14	44
14	45
14	47
14	48
14	49
14	55
14	57
14	58
14	66
14	67
14	71
14	72
14	73
14	77
14	79
14	80
14	83
14	85
14	89
14	96
14	98
14	114
14	118
15	1
15	2
15	5
15	11
15	16
15	17
15	18
15	19
15	20
15	29
15	31
15	33
15	42
15	44
15	49
15	66
15	67
15	79
15	80
15	82
15	83
15	85
15	95
15	98
15	100
15	106
16	1
16	2
16	5
16	6
16	10
16	11
16	13
16	15
16	17
16	18
16	19
16	20
16	21
16	26
16	29
16	31
16	33
16	42
16	44
16	49
16	53
16	66
16	67
16	80
16	85
16	95
16	98
16	106
17	0
17	2
17	4
17	6
17	8
17	10
17	12
17	14
17	15
17	16
17	18
17	19
17	20
17	21
17	25
17	29
17	30
17	32
17	34
17	36
17	37
17	41
17	44
17	45
17	55
17	56
17	67
17	70
17	79
17	80
17	81
17	82
17	83
17	85
17	92
17	94
17	98
18	0
18	1
18	7
18	9
18	12
18	13
18	14
18	15
18	16
18	17
18	19
18	20
18	21
18	22
18	24
18	25
18	26
18	27
18	29
18	30
18	31
18	32
18	33
18	37
18	44
18	48
18	52
18	55
18	67
18	79
18	80
18	81
18	83
18	85
18	88
18	94
18	96
18	98
18	100
18	105
18	106
19	0
19	9
19	14
19	17
19	18
19	20
