1468	633
1322	487
866	31
1562	727
867	32
1584	749
1583	748
1563	728
924	89
1564	729
1277	442
1278	443
1565	730
1070	235
1327	492
1591	756
1585	750
1341	506
1016	181
1012	177
1071	236
1279	444
1072	237
1595	760
1596	761
1017	182
1620	785
860	25
1486	651
1338	503
1329	494
1031	196
1193	358
1181	346
871	36
1339	504
1009	174
1125	290
1314	479
892	57
1392	557
1330	495
1047	212
1285	450
1256	421
1441	606
1665	830
1018	183
1508	673
1367	532
902	67
1423	588
912	77
1626	791
1551	716
916	81
990	155
906	71
914	79
1253	418
956	121
1104	269
1373	538
1622	787
1178	343
1255	420
888	53
887	52
1280	445
1281	446
1291	456
1282	447
1451	616
869	34
1369	534
1188	353
1607	772
879	44
1010	175
877	42
1475	640
1455	620
1076	241
1586	751
850	15
907	72
1446	611
1443	608
1444	609
962	127
851	16
998	163
1107	272
1144	309
1319	484
1043	208
1108	273
1109	274
1553	718
1024	189
1106	271
1482	647
1229	394
1523	688
1110	275
1554	719
1521	686
1230	395
1051	216
1074	239
925	90
969	134
849	14
893	58
1456	621
1381	546
1260	425
992	157
1068	233
1067	232
1069	234
1032	197
1597	762
1598	763
1592	757
1593	758
1594	759
1073	238
1075	240
1079	244
1077	242
1078	243
1080	245
923	88
1388	553
980	145
1387	552
1559	724
1192	357
854	19
1052	217
1301	466
1558	723
1590	755
1066	231
1466	631
1328	493
1570	735
1652	817
1550	715
1427	592
835	0
1204	369
1471	636
895	60
1393	558
1325	490
1323	488
958	123
1003	168
1006	171
1480	645
1158	323
1298	463
898	63
1213	378
897	62
1481	646
1557	722
1304	469
949	114
1099	264
1140	305
858	23
1661	826
1100	265
950	115
1093	258
857	22
1561	726
1094	259
1454	619
1004	169
868	33
1352	517
846	11
1316	481
1296	461
1222	387
1343	508
1223	388
1224	389
1225	390
876	41
1662	827
1056	221
1581	746
1305	470
963	128
1522	687
856	21
1348	513
1472	637
1175	340
1214	379
908	73
1447	612
1438	603
1445	610
1439	604
1440	605
1371	536
1001	166
1005	170
1560	725
1231	396
945	110
915	80
1350	515
1134	299
1308	473
845	10
1053	218
1629	794
1368	533
844	9
1627	792
1418	583
1422	587
1050	215
928	93
1510	675
1359	524
991	156
1360	525
1019	184
1111	276
1578	743
1353	518
1103	268
1412	577
1504	669
1119	284
1120	285
1022	187
1218	383
1041	206
1219	384
917	82
889	54
1602	767
1442	607
1191	356
1346	511
1589	754
899	64
1212	377
1149	314
841	6
870	35
1567	732
1309	474
1148	313
1516	681
1663	828
1636	801
1459	624
1274	439
1536	701
1621	786
1342	507
1226	391
874	39
875	40
848	13
1311	476
1402	567
1046	211
1411	576
1473	638
891	56
1450	615
1613	778
1112	277
1419	584
1571	736
881	46
1152	317
1385	550
932	97
1483	648
933	98
1540	705
1542	707
1162	327
1409	574
1547	712
1604	769
1628	793
1433	598
1044	209
1643	808
1634	799
913	78
1096	261
993	158
987	152
994	159
1603	768
885	50
890	55
1605	770
840	5
1415	580
1037	202
1647	812
1653	818
1657	822
1658	823
1011	176
1619	784
1027	192
970	135
1272	437
1436	601
1261	426
837	2
1276	441
1030	195
1464	629
1391	556
1394	559
1666	831
864	29
1566	731
859	24
1599	764
1295	460
1283	448
1028	193
1300	465
1449	614
1623	788
1374	539
1375	540
1029	194
1271	436
900	65
1097	262
1036	201
836	1
1556	721
1321	486
1659	824
919	84
1265	430
1264	429
1209	374
1020	185
1630	795
944	109
1203	368
1266	431
1263	428
1210	375
1207	372
1378	543
1252	417
1426	591
1201	366
1208	373
1365	530
1234	399
1014	179
872	37
1293	458
968	133
1660	825
1021	186
1176	341
1267	432
927	92
1132	297
1460	625
863	28
865	30
1380	545
1573	738
1520	685
1303	468
1286	451
983	148
1384	549
1242	407
880	45
1644	809
1095	260
1363	528
1457	622
1358	523
1228	393
1150	315
1133	298
1038	203
1211	376
878	43
943	108
972	137
1569	734
1170	335
1216	381
1577	742
1398	563
1128	293
1200	365
1389	554
1145	310
1101	266
1184	349
1345	510
1159	324
1227	392
981	146
1452	617
1232	397
1479	644
1058	223
903	68
1396	561
1633	798
1165	330
1166	331
1179	344
1511	676
951	116
1287	452
1289	454
1288	453
948	113
847	12
1302	467
1416	581
1115	280
1116	281
1197	362
1351	516
1625	790
1453	618
1122	287
1437	602
1414	579
1517	682
1098	263
1582	747
1664	829
1167	332
1183	348
1057	222
1477	642
1531	696
1428	593
1544	709
1543	708
1512	677
1588	753
1650	815
1651	816
1189	354
1270	435
971	136
1642	807
1484	649
1649	814
1648	813
1655	820
1654	819
964	129
1430	595
1549	714
989	154
1400	565
1002	167
1190	355
1235	400
1240	405
1239	404
1236	401
1237	402
1576	741
1572	737
1117	282
1552	717
973	138
975	140
1182	347
1656	821
1141	306
884	49
1429	594
1532	697
1476	641
1474	639
1177	342
1040	205
946	111
1548	713
1153	318
1317	482
1310	475
1060	225
1421	586
1646	811
1615	780
1202	367
1610	775
1612	777
1169	334
1083	248
904	69
1397	562
1410	575
1399	564
1168	333
1180	345
1059	224
1062	227
1061	226
1064	229
1063	228
1065	230
839	4
1372	537
1541	706
1091	256
952	117
918	83
920	85
1505	670
1233	398
1113	278
1142	307
1395	560
910	75
909	74
1035	200
1405	570
996	161
1081	246
1269	434
843	8
1299	464
1049	214
1361	526
1357	522
1467	632
1195	360
1377	542
1320	485
1379	544
1667	832
1641	806
1105	270
1366	531
922	87
1123	288
1124	289
1638	803
838	3
1509	674
1404	569
1164	329
1163	328
934	99
911	76
985	150
1434	599
1461	626
1268	433
1275	440
1579	744
1616	781
1135	300
1448	613
886	51
1608	773
1640	805
1355	520
1485	650
1618	783
1362	527
1146	311
1390	555
1413	578
1039	204
1370	535
862	27
1199	364
1606	771
1435	600
842	7
1155	320
901	66
905	70
1546	711
1617	782
1386	551
1161	326
1138	303
1383	548
988	153
940	105
1632	797
1008	173
1007	172
1537	702
931	96
1376	541
1139	304
1518	683
1519	684
1156	321
1382	547
1154	319
1417	582
1143	308
1669	834
1243	408
1250	415
1092	257
1533	698
1530	695
1515	680
1601	766
1503	668
1085	250
1534	699
1425	590
937	102
1220	385
1535	700
1114	279
1432	597
1364	529
1406	571
1273	438
1580	745
1574	739
1575	740
1173	338
873	38
1088	253
1198	363
1174	339
1614	779
1356	521
1424	589
1157	322
1244	409
1015	180
1089	254
1292	457
977	142
1465	630
1514	679
1668	833
1462	627
1529	694
1045	210
1639	804
1160	325
984	149
986	151
1555	720
1407	572
1082	247
935	100
936	101
1315	480
921	86
953	118
1185	350
1186	351
939	104
1206	371
938	103
